id	Non-malignant	Non-malignant	Non-malignant	Non-malignant	Non-malignant	Claudin-low	Claudin-low	Claudin-low	Claudin-low	Claudin-low	Claudin-low
ENSG00000112877.7	5.47	2.59	4.55	4.24	5.43	8.85	10.7	18.17	9.93	7.56	13.41
ENSG00000205744.8	2.4	6.18	2.58	1.73	3.4	0	0.06	0.05	0.14	0.29	0.59
ENSG00000137767.12	84.98	48.63	69.8	212.45	41.72	1.9	7.29	2.28	0.63	4.15	31.43
ENSG00000167601.10	54.02	11.23	38.05	12.66	26.67	114.22	75.2	183.36	472.99	217.5	314.76
ENSG00000158292.6	12.08	9.67	14.52	15.21	17.96	2.62	4.61	1.66	0.93	6.99	1.43
ENSG00000155970.10	0.05	0.38	0	0	0.1	1.56	0.92	0.74	0.6	1.98	0.8
ENSG00000058056.7	2.45	1.69	4.17	5.21	3.82	12.09	13.73	17.4	7.2	7.29	11.51
ENSG00000060558.3	45.04	38.8	60.2	55.58	91.35	0	0.1	0.05	0.09	0.1	21.52
ENSG00000143322.18	7.2	4.67	6.63	11.67	6.37	25.53	14.59	22.12	15.01	44.32	19.53
ENSG00000189091.11	128.02	91.32	150.24	122.23	159.95	261.49	293.74	229.72	177.72	278.38	263.13
ENSG00000154229.10	6.43	0.72	2.8	5.17	2.85	28.21	10.16	32.92	17.42	31.48	19.53
ENSG00000135821.15	579.2	1711.26	546.61	208.41	372.96	0.53	5.28	53.64	14.29	47.07	34.76
ENSG00000170473.15	32.67	31.86	26.26	26.85	54.65	8.08	11.78	17.08	12.6	18.16	14.33
ENSG00000158125.8	15.57	2.74	15.18	11.18	16.77	0.46	2.49	0.09	0.29	1.99	0
ENSG00000128016.5	54.69	67.16	54.43	78.89	61.89	13.52	5.31	4.73	26.1	17.59	10.54
ENSG00000130762.13	8.69	24.39	8.86	4.05	8.19	0.17	0.19	1.02	1.07	0.35	3.5
ENSG00000150782.10	116.8	90.23	172.3	75.96	92.46	0.11	0.18	0.4	0	3.41	31.1
ENSG00000167306.17	16.44	24.55	9.88	31.48	12.22	0.04	3.05	5.92	1.67	0.02	2.98
ENSG00000105991.7	6.47	3.12	4.01	3.13	6.36	0.08	0.54	1.37	0.92	2.27	0
ENSG00000135828.10	2.54	2.93	1.91	1.4	2.23	0.56	0.93	1.49	0.3	0.46	0.66
ENSG00000125538.10	7.94	10.88	27.04	59.5	34.66	0	0.42	0.62	0.16	0	0.5
ENSG00000153936.15	6.59	4.72	4.2	3.12	2.88	15.79	26.01	20.18	7.43	9.33	14.1
ENSG00000240288.6	0.4	0	0.17	0.17	0.54	1.44	0.77	1.56	0.83	1.04	0.84
ENSG00000070882.11	17.7	14.54	19.35	16.38	20.16	5.68	4.82	6.22	8.59	6.39	13.39
ENSG00000125850.9	20.76	29.43	5.43	10.57	6.86	0	0.37	0.09	0	0	0
ENSG00000137878.15	6.65	1.49	2.29	5	3.48	0	0.06	0.12	0	0	1.21
ENSG00000133477.15	15.77	26.52	6.84	7.08	5.62	0	0.08	0.03	0.01	0	0
ENSG00000156983.14	10.57	8.11	8.93	10.26	10.08	21.77	12.99	27.71	17.31	15.94	19.45
ENSG00000139132.13	10.7	6.3	4.72	4.83	2.82	0.19	0.66	0.42	3.52	0.07	0.45
ENSG00000112763.14	4.73	7.63	9.56	11.46	7.79	21.36	16.16	28.07	19.47	19.74	18.64
ENSG00000164300.14	10.92	16.46	7	10.84	8.24	3.65	3.7	3.34	3	4.15	2.51
ENSG00000143546.8	13.34	202.3	195.71	142.55	239.31	0.72	39.06	2.67	0.19	0	0
ENSG00000168297.14	7.56	4.07	7.54	7.06	3.1	17.8	32.63	16.98	12.08	30.77	11.93
ENSG00000124762.12	149.01	286.65	90.85	429.24	290.65	8.2	3.5	2.71	30.76	68.92	17.32
ENSG00000263235.1	0.78	0	0.41	0.2	0.67	0.7	1.81	2.35	2.62	2.45	2.14
ENSG00000197070.12	137.22	156.55	69.02	140.39	63.77	24.08	7.72	6.6	9.21	44.75	30.6
ENSG00000257671.1	34.15	7.98	14.42	9.11	7.34	0	0.23	6.15	0.08	0	1.87
ENSG00000198919.11	2.55	1.28	1.2	0.91	0.75	3.83	7.28	3.8	4.32	2.97	3.11
ENSG00000105514.6	20.51	59.12	44.3	44.26	33.41	5.15	6.03	8.54	2.25	23.51	4.09
ENSG00000052344.14	54.67	203.98	12.47	62.84	31.02	0	0.12	0.04	0.21	0	0.22
ENSG00000179862.6	15.62	4.83	6.84	15.43	15.12	4.39	0.41	2.16	0.46	2.56	0.2
ENSG00000198815.7	12.06	10.01	12.76	10.94	8.61	15.89	22.66	34.06	18.74	22.13	17.31
ENSG00000027075.12	4.81	9.26	8.88	3.62	7.49	1.39	0.85	2.51	0.71	3.61	1.38
ENSG00000128524.4	226.31	271.26	214.91	238.69	355.22	174.52	137.57	98.81	119.06	171.98	149.57
ENSG00000178053.16	6.27	5.17	2.97	5.93	5.63	28.46	10.96	26.94	10.1	18.16	11.86
ENSG00000164610.7	11.78	6.99	11.66	8.12	11.99	27.93	19.64	18.48	19.23	21.03	15.04
ENSG00000155760.2	2.92	0.8	1.21	2.65	3.32	10.04	8.14	8.02	32.72	6.13	11.15
ENSG00000146426.16	0.18	1.03	0.53	2.02	0.36	3.36	5.93	6.14	2.34	4.09	3.18
ENSG00000168447.9	23.66	25.07	14.34	27.55	2.82	0	0.22	0.14	0.05	2.2	0
ENSG00000112511.16	7.63	14.31	12.13	24.53	10.71	28.18	43.54	45.83	30.5	81.83	45.33
ENSG00000197582.5	3.24	3.03	1.44	4.18	5.05	0.69	0	0	0.61	1.8	0
ENSG00000162729.12	35.73	32.58	28.34	68.99	37.2	15.77	18.09	11.74	11.72	14.03	11.14
ENSG00000135905.17	2.74	1.56	0.82	1.21	0	17.02	30.99	19.26	21.83	85.26	3.24
ENSG00000105699.15	260.66	286.03	105.01	128.28	123.53	3.57	2.32	3.05	4.89	3.74	94.09
ENSG00000076604.13	120.39	153.46	82.98	137.56	126.13	38.96	18.17	45.05	37.49	58.01	68.59
ENSG00000121552.3	68.09	616.47	105.73	23.15	36.5	0.38	2.55	1.62	0.31	0	0
ENSG00000164695.4	11.65	17.63	11.13	6.2	11.6	0	0.08	3.88	0.07	0.35	4.14
ENSG00000165105.9	5.12	3.74	2.32	3.57	4.37	5.18	13.72	14.61	19.33	15.18	9.35
ENSG00000268516.2	0.25	0.97	0.51	0.53	0.67	1.88	2.08	2.33	1.45	3.08	0.97
ENSG00000136155.15	6.45	29.02	3.97	8.42	9.36	0	0	0	0	0	0.7
ENSG00000204580.10	63.05	269.03	60.11	99.01	112.56	14.66	36.82	24.58	14.49	19.19	9.44
ENSG00000170345.8	31.04	28.8	13.42	42.15	62.42	0.81	4.04	5.92	2.44	8.95	11.3
ENSG00000241404.5	3.15	3.12	3.48	2.83	2.32	5.52	6	8.62	6.44	13.8	12.12
ENSG00000196872.9	4.44	3.2	1.34	3.77	1.92	1.35	0.02	0.1	0	0.94	0.02
ENSG00000275401.1	0.46	0.41	0	0	0	0.9	0.61	0.95	1.64	1.35	0.86
ENSG00000261116.1	0.8	2.22	2.7	1.35	1.31	0.41	0.41	0.06	0	0	0
ENSG00000101849.14	0.6	2.26	1.06	4.7	3.91	10.03	15.62	8.73	9.62	38.32	13.44
ENSG00000253313.4	5.19	7.02	1.6	3.7	3.32	0	0.15	0.16	0.05	0	0
ENSG00000164366.3	2.73	3.37	2.44	2.16	2.13	4.23	8.26	6.57	6.07	3.47	6.04
ENSG00000108602.16	70.55	138.55	46.34	25.68	11.13	2.78	6.86	0	0.09	8.43	0.38
ENSG00000157184.5	18.05	21.68	15.7	9.98	12.57	5.41	4.76	5.84	6.23	8	5.94
ENSG00000117676.12	66.72	56.84	37.66	48.35	55.38	6.14	31.06	12.07	5.98	7.78	17.45
ENSG00000107104.17	16.69	48.03	24.65	26.25	29.44	9.71	10.29	10.21	13.28	9.29	4.28
ENSG00000153904.17	4.72	0.79	2.29	4.43	1.76	42.97	5.9	49.37	69.57	15.85	90.85
ENSG00000277578.1	0	0	0.35	0	0	2.44	5.31	1.43	3.44	3.9	0.7
ENSG00000105372.5	2528.2	3525.06	2837.09	3685.36	4029.21	1685.25	897.22	1324.22	1911.07	1443.52	2282.08
ENSG00000112559.12	49.43	35.67	56.25	41.56	86.48	0	13.05	0.59	0.51	0	9.63
ENSG00000182585.8	82.64	82.03	66.77	275.16	10.45	0	0.12	0.05	0	0.24	0
ENSG00000135314.11	0.96	0.47	2.26	2.08	0	6.08	6.66	8.43	6.39	10.76	10.23
ENSG00000259768.5	0.73	0.34	0.76	0.39	0.18	0.66	1.78	1.48	1.71	1.71	2.12
ENSG00000131242.14	5.23	2.13	5.19	2.38	3.53	0.52	1.22	1.29	1.16	0.98	0.03
ENSG00000100226.14	16.65	16.58	14.38	9.36	11.39	17.37	34.11	26.02	33.2	27.27	27.07
ENSG00000179094.12	41.27	52.85	47.14	56.52	79.24	10.94	3.28	3.04	15.14	23.6	8.95
ENSG00000138376.9	4.56	2.68	4.47	6.87	5.55	9.8	13.66	14.18	9.59	10.44	12.72
ENSG00000135378.3	4.4	12.3	4.39	3.5	2.8	0.01	0.19	0.37	0.1	0.05	0.39
ENSG00000107679.13	13.64	25.1	20.93	10.81	14.66	6.2	10.76	4.21	2.83	6.85	4.49
ENSG00000166828.2	28.43	18.6	23.14	20.28	3.28	0	0.04	0	0	0.06	0
ENSG00000076356.6	16.87	9.23	26.14	11.03	18.75	2.26	1.53	0.44	2.94	0.06	8.18
ENSG00000102471.12	32.03	63.21	55.21	27.53	25.68	5.52	4.97	17.12	11.69	3.07	15.53
ENSG00000142156.13	5.28	0.02	1.63	0	21.31	33.23	263.77	210.07	2083	104.5	43.88
ENSG00000158055.14	6.07	21.21	12.05	3.55	16.18	0.14	0.17	0.07	0.04	0.04	0
ENSG00000169057.18	11.63	5.84	8.96	7.9	8.09	27.14	19.48	20.48	11.16	24.07	14.37
ENSG00000125730.15	31.28	68.2	141.55	463.9	172.37	1.97	4.42	3.18	4.79	2.67	2.98
ENSG00000253552.6	10.81	6.08	3.62	3.99	4.21	0	1.18	2.21	1.59	1.36	0.1
ENSG00000132849.17	5.39	6.8	7.98	5.62	8.44	2.16	3.89	2.39	1.1	2.51	0.48
ENSG00000146676.6	2.7	4.42	4.51	3.54	2.79	9.94	12.16	12.14	13.7	5.91	5.36
ENSG00000157514.15	63.77	299.11	33.5	65.29	100.67	10.74	9.99	7.29	5.85	21.12	3.4
ENSG00000167653.4	147.91	23.58	47.11	704	113.98	0.19	1.81	0.66	26.66	4.08	0.11
ENSG00000143198.11	126.54	150.13	134.51	101.94	187.03	47.54	117.07	50.61	43.56	54.58	65.93
ENSG00000141503.14	92.15	121.15	81.98	60.72	84.78	41.94	50.59	31.71	45	52.02	43.37
ENSG00000260949.1	0.17	0	0.3	0	0	0.8	1	1.33	0.88	1.26	0.21
ENSG00000115008.5	13.36	12.42	39.31	45.85	5.69	0	0	0.05	0.03	0	0.08
ENSG00000260328.1	1.69	0.88	0.67	0.78	0.98	0	0.25	0	0.34	0.03	0.53
ENSG00000077238.12	40.53	30.55	41.85	39.39	42.15	10.14	11.67	4.29	19.13	10.03	18.22
ENSG00000234665.7	6.22	4.43	4.72	6.41	15.25	0.21	0.23	0.03	0.13	0.12	5.27
ENSG00000162086.13	2.68	2.64	4.48	6.21	2.58	10.28	16.68	45.81	11.94	9.82	12.25
ENSG00000280152.1	0.45	0.26	0.19	0.15	0.24	0.58	0.48	1.14	0.86	1.02	0.61
ENSG00000132010.14	0	0	0.72	0	0	1.12	2.23	1.86	0.83	1.9	0.55
ENSG00000163947.10	17.85	18.48	7.78	23.17	7.53	2.37	3.75	2.56	1.18	5.1	3.61
ENSG00000116273.5	6.53	5.76	6.38	3.03	6.18	17.62	8.2	10.45	18.04	15.31	10.85
ENSG00000116885.17	9.82	8.28	4.94	7.41	5.45	2.96	2.89	2.53	2.61	5.34	2.24
ENSG00000110721.10	6.56	3.53	6.74	3.04	2.57	16.05	17.72	19.07	6.83	10.55	27.66
ENSG00000134531.8	423.57	646.99	177.87	471.19	347.53	74.82	116.66	87.09	82.5	109.99	73.48
ENSG00000137857.16	38.45	102.69	14.52	9.2	39.1	0.1	0.73	0.32	0.51	0.32	0.67
ENSG00000114737.14	3.67	3.03	1.71	2.5	4.96	0.36	0.75	0.85	1.57	0.37	1.22
ENSG00000133111.3	1.13	1.63	1.56	1.27	1.25	5.51	4.02	4.37	2.65	3.77	1.99
ENSG00000175906.4	38.86	40.41	15.07	50.27	47.43	1.24	6.7	10.92	9.3	12.75	6.55
ENSG00000073060.14	101.17	135.01	91.97	53.42	124.81	28.89	22.6	44.93	18.1	44.03	52.5
ENSG00000184731.5	3.05	5.38	3.6	5.77	1.31	0	0.19	0.06	0.03	0	0
ENSG00000088726.14	106.43	85.21	10.72	9.36	18.26	6.24	0.05	0.21	0.04	0	0.05
ENSG00000185924.6	5.24	5.47	4.08	6.77	3.93	0.6	3.76	0.3	0.77	0.37	0
ENSG00000265752.2	1.09	0.89	1.33	2.16	2.48	0.06	0	0	0	0	0
ENSG00000150867.12	6.19	3.97	6.55	12.33	6.49	23.94	14.17	34.51	12.97	18.25	18.67
ENSG00000213967.9	0	0	0.78	0.45	0	4.42	9.17	3.83	5.06	2.69	0.71
ENSG00000139173.8	2.77	4.51	3.42	1.24	1.59	0	0.39	0.23	0.03	0.08	0.5
ENSG00000127507.16	6.27	12.19	4.18	30.97	8.78	0	0.46	0.06	0.3	0	0.07
ENSG00000184900.14	71.85	59.99	63.72	91.74	48.21	139.75	114.8	88.54	116.41	139.59	150.07
ENSG00000184840.10	191.8	191.42	167.53	196.82	167.73	289.17	233.45	206.11	245.49	243.02	220.55
ENSG00000226887.6	2.33	19.41	14.91	7.73	7.37	0.02	0.75	0.32	0.07	1.55	0
ENSG00000164587.10	1663.05	2744.13	2128.18	2247.31	2488.97	1380.27	1353.09	858.15	1364.19	1570.79	1377.73
ENSG00000197355.9	5.01	0.77	1.41	2.13	1.38	24.06	4.18	6.43	14.94	20.02	9.47
ENSG00000125746.13	46.94	77.59	58.45	143.26	79.56	9.38	10.29	30.79	27.17	35.86	21.69
ENSG00000112378.11	50.54	438.66	192.28	108.33	196.13	0.75	10.89	14.9	34.52	10.9	28.03
ENSG00000174292.11	11.47	14.09	8.22	9.48	10.38	0.94	3.35	2.05	0.11	3.73	3.83
ENSG00000038382.16	29.75	14.19	23.95	26.24	21.17	46.7	39.24	57.95	96.1	59.03	35.79
ENSG00000108797.10	2.52	0.26	1.51	4.14	1.53	12.08	11.09	3.6	15.39	10.25	9.8
ENSG00000229953.1	10.74	5.66	1.7	7.18	13.19	0	0	0	0.88	0.18	1.2
ENSG00000164050.11	76.58	102.78	101.74	16.97	22.95	11.76	4.86	8.2	6.82	1.52	1.29
ENSG00000164949.6	0.84	0.13	0	1.16	1.51	4.3	15.05	18.92	24.62	173.98	14.14
ENSG00000134259.3	0.14	0	0	0	0	39.45	5.57	9.16	33.09	3.86	3.73
ENSG00000103490.13	90.53	13.09	6.83	32.6	107.47	0	0.28	6.15	0.18	0.45	0
ENSG00000169919.15	33.15	37.59	45.75	39.11	36.87	63	47.06	50.56	63.4	70.59	85.26
ENSG00000188100.8	12.96	10.53	4.3	37.88	34.73	0	0	0	0	0	0
ENSG00000142765.16	36.22	122.63	23.48	16.88	13.72	0.89	1.93	1.17	1.7	0.74	2.28
ENSG00000112941.11	16.64	14.5	19.02	13.49	17.58	23.5	28.84	29.73	23.09	19.48	21.86
ENSG00000174501.13	2.04	1.4	0.69	2.49	1.1	3.38	10.44	5.46	4.66	5.99	2.85
ENSG00000169504.13	15.64	31.01	27.96	25.01	30.05	85.33	103.83	52.67	89.89	64.86	32.19
ENSG00000182165.16	44.41	102.8	34.5	13.4	47.99	2.24	11.91	4.4	1.84	13.2	5.08
ENSG00000115129.12	113.33	177.23	74.46	280.84	59	12.32	1.1	8.2	19.16	27.26	30.98
ENSG00000100321.13	2.36	0.49	0.02	4.18	3.72	20.84	18.42	10.73	89.54	11.68	9.53
ENSG00000184916.7	105.42	145.8	55.72	8.85	54.97	3.79	2.74	6.22	0.06	8.17	0.89
ENSG00000172007.5	0.96	1.52	1.19	1.63	1.07	3.35	NA	NA	2.33	3.03	1.59
ENSG00000108219.13	56.42	64.52	42.26	80.14	74.35	17.85	4.77	11.38	17.53	23.22	31.99
ENSG00000054277.11	17.99	20.76	42.42	30.73	10.77	5.93	5.23	3.58	5.06	3.16	5.38
ENSG00000272843.1	0	0.42	0	0	0.39	0.62	1.38	0.88	0.89	0.59	1.91
ENSG00000176658.15	23.5	12.68	24.17	23.54	26.11	0.06	0.85	0.13	0.48	0.37	15.39
ENSG00000196081.8	0.21	0.51	1.59	0.91	0.68	3.66	7.61	5.86	4.76	2.67	1.3
ENSG00000178826.9	41.73	37.17	14.31	16.25	4.29	0.13	0.85	0.54	0.22	0.42	1.27
ENSG00000123106.9	7.71	6.93	5.24	7.15	3.47	9.79	15.38	12.18	10.89	18.42	12.98
ENSG00000140993.9	0.17	0.4	0.23	1.89	0.59	3.23	4.85	7.19	2.09	2.34	2.02
ENSG00000235501.4	0.39	0.19	0.19	0.48	0	2.71	2.26	2.66	0.55	4.83	1.91
ENSG00000184792.14	86.14	22.44	58.87	139.96	15.06	1.96	3.21	1.71	2.07	4.57	1.67
ENSG00000268093.1	0.42	0.25	0	0	0	0.37	0.57	0.85	1.21	0.89	0.67
ENSG00000120162.9	5.44	15.14	4.68	2.38	5.66	0.1	0.05	0.08	0.18	0.02	0.31
ENSG00000196878.11	240.43	283.32	549.32	875.56	317.4	2.5	21.44	4.68	42.08	15.05	157.89
ENSG00000230439.2	20.1	4.5	37.48	13.32	64.21	0.24	0.22	1.23	0.12	0.67	4.6
ENSG00000239884.3	4.93	3.29	2.97	6.01	4.48	1.5	1.99	1.1	1.96	0	1.18
ENSG00000112531.15	16.5	26.26	35.74	29.84	26.44	98.74	48.49	59.87	35.69	86.11	64.33
ENSG00000197937.11	0.42	0	0.23	0.39	0	6.8	8.87	6.25	4.61	0.98	1.77
ENSG00000012660.12	29.42	43.43	37.81	36.49	48.76	71.88	69.51	72.08	53.88	85.33	47.94
ENSG00000170006.10	6.35	4.31	4.3	4.96	9.04	0.15	0.19	3.2	0.51	0.01	2.38
ENSG00000122882.9	17.51	11.75	14.94	10.77	11.89	25.66	16.12	26.64	19.08	23.31	28.01
ENSG00000180287.15	3.57	18	3.6	6.25	3.45	0	0.2	0	0	0	0.8
ENSG00000172262.10	14.08	9.02	13.59	14.05	7.59	26	27.59	24.67	23.44	15.04	25.56
ENSG00000174446.11	7.73	7.7	5.63	10.13	10.54	19.19	29.96	20.75	11.04	42.85	21.73
ENSG00000117602.10	10.47	8.17	7.04	8.55	6.03	1.59	2.84	2.17	2.93	3.43	6.71
ENSG00000205659.9	3.37	1.28	3.2	2.04	2.38	4.86	5.85	11.44	4.72	7.63	4.48
ENSG00000197249.11	27.61	4.52	7.36	40.36	14.59	0.78	1.44	0.77	0	0	1.27
ENSG00000198142.4	10.04	11.01	9.73	8.32	21.98	2.98	0.88	4.77	3.67	3.41	6.36
ENSG00000164176.11	0	0.08	0	0.21	0	9.55	97.84	40.73	16.67	1.81	34.27
ENSG00000117174.9	8.39	4.59	9.76	5.4	5.96	18.24	28.33	109.41	18.2	21.85	39.1
ENSG00000132334.15	17.26	7.01	23.05	24.08	23.12	4.91	8.48	2.81	0.96	5.13	4.44
ENSG00000170264.11	0.87	0.98	1.01	1.28	0.59	2.3	4	5	2.64	1.43	2.66
ENSG00000118898.14	35.34	78.7	16.98	19.79	23.29	0.04	0.58	1.08	0.87	24.25	0.05
ENSG00000061938.15	51.39	55.86	28.07	46.59	31.77	12.26	6.22	9.89	25.88	23.01	7.8
ENSG00000176092.12	11.04	19.96	2.23	10.64	11.79	0.5	0.11	0.2	0.3	0.29	0.99
ENSG00000099381.15	9.93	6.39	8.64	8.26	9.97	13.41	13.74	15.84	12.33	24.92	13.76
ENSG00000153956.14	0	0	0	0	0	0.25	2.2	2.89	3.62	2.73	1.9
ENSG00000272398.4	56.21	535.08	18.83	230.96	173.02	6.58	2.11	2.49	2.16	1	1.24
ENSG00000143382.12	9.31	50.28	5.09	24.14	16.13	0.23	0.56	1.9	0.71	1.23	0.41
ENSG00000142910.14	320.36	231.51	71.85	94.14	117.48	0.24	3.36	3.09	0.18	0.46	94.28
ENSG00000013588.5	301.11	230.05	91.75	575.11	121.81	10.08	0.6	19.96	10.74	38.46	54.92
ENSG00000182973.17	11.95	5.86	10.13	7.63	7.73	19.28	21.25	21.05	16.34	11.15	14.37
ENSG00000102974.13	14.62	7.87	15.5	11.93	13.25	23.74	33.33	25.1	17.42	19.41	34.27
ENSG00000169469.8	23.88	1412.64	116.92	107.43	982.33	0.12	0.15	0	0	0.24	0
ENSG00000183431.10	47.1	22.43	39.01	36.66	30.51	82.57	65.83	109.69	54.34	57.26	62.8
ENSG00000155252.13	28.46	29.31	14.12	20.52	22.95	13.02	8.61	5.88	5.05	7.19	15.99
ENSG00000138771.13	9.86	8.36	6.63	8.94	4.29	0.47	2.12	2.7	1.66	0.32	4.49
ENSG00000124839.11	13.56	7.36	5.72	7.26	1.61	0	0.59	0.19	0.63	0	2.42
ENSG00000109099.12	3.82	15.28	2.62	14.16	4.14	55.73	35.42	16.37	50.51	45.29	68.47
ENSG00000135373.11	16.87	66.51	6.01	56.79	11.09	0	0.23	0.05	0.11	0	0
ENSG00000203724.9	16.95	13.77	12.91	14.16	15.37	10.84	6.04	6.84	9.88	5.25	9.71
ENSG00000128165.8	0.7	0.39	0.24	0.34	0.27	2.01	6.56	6.47	4.95	10	1.24
ENSG00000167644.10	593.24	357.51	367.97	489.54	825.41	0	0.23	0	1.23	0.4	286.14
ENSG00000196867.6	0	0	0	0	0	4.44	1.42	3.33	0.56	1.25	1.95
ENSG00000131381.11	7.52	5.62	7.21	5.28	4.99	9.4	11.93	13.67	9.63	9.86	7.24
ENSG00000198315.9	2.85	4.35	3.41	2.02	1.4	5.33	9.36	11.36	4.66	8.85	5.93
ENSG00000275234.1	1.84	7.66	2.56	2.26	2.06	0	0	0.1	0.44	0	0
ENSG00000112186.10	2.55	3.37	4.08	4.19	0.3	36.52	9.88	16.7	11.79	6.78	15.06
ENSG00000156639.10	24.96	39.44	36.82	44.02	29.24	75.78	50.4	54.39	51.3	103.3	88.43
ENSG00000071794.14	6.34	3.13	4.85	7.05	7.77	21.24	51.04	98.57	15.17	14.06	29.33
ENSG00000036549.11	12.47	10.87	10.26	11.77	9.45	22.48	14.17	23.02	13.32	22.88	24.26
ENSG00000149328.13	17.21	2.21	10.55	5.19	7.24	0	2.54	0.69	0.01	1.56	0.07
ENSG00000137404.13	26.76	20.77	21.45	20.66	17.26	26.81	51.01	30.1	40.03	41.82	30.5
ENSG00000168143.8	2.26	5.77	5.16	2.58	1.14	0.9	0.42	0.09	0.02	0	0
ENSG00000145833.14	34.56	24.14	39.08	24.1	27.64	57.8	56.4	73.12	61.1	31.83	67.36
ENSG00000128271.18	0.49	0.16	0.3	0.75	0	8.51	4.24	12.62	6.63	3.21	0.88
ENSG00000139636.14	23.7	39	17.77	22.18	20.27	7.55	11.27	14.03	8.36	16.45	9.84
ENSG00000148019.11	6.3	3.06	7.35	4.3	2.77	10.11	13.68	17.98	9.92	9.21	12.97
ENSG00000186831.10	3.25	3.95	4.14	0.85	4.91	0	0	0	0	0	0
ENSG00000103150.5	1.94	1.64	2.24	2.11	1.94	1.04	0.91	0.77	0.86	1.56	1.6
ENSG00000089335.19	2.63	0.26	0.2	3.19	1.68	7.11	22.13	19.71	5.03	7.49	5.17
ENSG00000273047.1	5.75	4.33	5.7	7.84	5.26	4.46	0.97	0	0	0	0
ENSG00000257084.1	22.68	50.19	3.53	11.31	11.65	0	0	0	0	0	0
ENSG00000153187.15	106.27	73.63	142.29	78.02	115.07	161.31	225.49	272.4	151.4	216.06	177.64
ENSG00000205189.10	0.79	0.81	2.13	0.26	0.87	2.66	7.43	13.65	2.46	5.35	3.64
ENSG00000197043.12	2.28	2.91	2.86	2.82	32.37	74.61	18.47	58.69	116.38	78.56	91.54
ENSG00000163624.5	9.57	16.15	8.63	3.98	2.37	0.11	3.52	0.65	0.14	0.16	0.54
ENSG00000135127.10	6.38	11.16	15.24	2.36	15.46	0.84	0.5	0.33	0.37	0.11	0.54
ENSG00000163932.12	67.47	49.3	20.84	44.73	22.13	9.67	11.88	6.92	11.68	4.52	20.3
ENSG00000173898.10	7.55	15.22	14.53	19.55	21.54	3.79	3.12	4.1	0.82	0.43	8.55
ENSG00000176387.6	8.35	24.22	3.97	4.05	9.15	0.79	0.08	1.13	0.32	0.4	1.22
ENSG00000130695.12	12.74	7.02	11.91	7.6	13.76	22.58	32.23	21.64	15.38	19.91	20.02
ENSG00000183943.5	23.24	18.05	21.47	16.25	13.25	5.38	13.64	3.23	1.5	5.59	3.16
ENSG00000159388.5	28.8	94.1	14.01	7.72	28.93	0.89	1.36	0.58	0.59	1.42	1.01
ENSG00000173480.9	1.02	0.49	1	1.46	0.28	1.9	2.53	7.55	2.71	3.65	2.24
ENSG00000158769.16	55.53	82.99	61.56	22.56	51.45	10.02	4.98	13.37	0.18	0.57	11.99
ENSG00000161513.10	24.78	34.03	14.24	19.22	42.92	3.64	7.21	4.12	2.71	16.81	10.3
ENSG00000169992.8	11.87	4.49	2.77	5.83	2.08	37.1	17.5	8.63	46.26	44.59	16.27
ENSG00000115339.12	14.69	11.93	22.48	10.25	4.63	0.13	0	0.31	1.06	0.06	10.37
ENSG00000057149.13	3.02	3.73	2.8	15.24	6.26	0	0.07	0	0	0	0
ENSG00000065060.15	1.12	1.48	2.62	2.36	1.7	4.25	6.48	2.82	4.63	11.47	5.2
ENSG00000100014.18	13.2	6.79	8.77	10.92	9.35	14.66	39.54	36.27	30.69	15.83	18.66
ENSG00000006638.10	0.16	0.13	0.09	0.32	0.79	2.19	1.8	1.9	6.42	0.82	2.56
ENSG00000214331.7	4.44	2.51	2.3	3.71	2.35	6.98	8.94	6.88	8.38	9.07	3.25
ENSG00000221968.7	102.08	80.4	79.07	58.76	38.6	16.97	24.76	12.68	32.18	40.63	33.32
ENSG00000186350.9	58.84	65.26	37.81	29.44	48.05	14.33	17.81	32.73	21.79	24.39	17
ENSG00000116514.15	26.2	22.66	20.77	35.72	26.28	10.12	13.86	11.31	9.15	24.35	11.06
ENSG00000108312.13	43.49	38.77	35.31	36.09	51.57	46.9	57.49	78.55	70.55	87.71	61.31
ENSG00000249846.5	0.21	0.2	0.15	0.06	0	0.28	1.32	2.14	1.11	1.32	0.87
ENSG00000111647.11	1.32	2.46	4.21	3.25	1.25	7.53	13.95	12.38	4.67	4.51	7.58
ENSG00000171444.16	19.66	30.52	7.46	10.06	19.57	0.23	3.73	7.94	4.52	2.11	2.09
ENSG00000164120.12	6.01	12.4	5.28	11.92	1.33	0	0.15	0.16	0	0	2.08
ENSG00000168005.7	21.69	21.28	18.58	13.22	17.15	35.11	26.99	28.68	29.27	23.47	45
ENSG00000096060.13	63.94	170.56	124.73	74.62	116.48	0	32.18	10.64	1.87	6.65	16.75
ENSG00000110811.18	3.81	0	4.68	1.57	9.1	38.1	49.43	15.98	54.82	33.06	12.9
ENSG00000196437.9	0	0	0.6	0	0	6.04	6.55	5.7	0.58	3.85	1.32
ENSG00000100296.12	27.19	16.06	28.12	26.86	32.76	40.28	62.4	41.29	73.82	41.26	46.33
ENSG00000186017.13	0.45	1.4	0.82	0.85	0.4	5.65	7.22	8.84	3.51	1.25	2.99
ENSG00000100151.14	26.15	27.32	31.69	15.87	23.74	10.82	7.06	4.28	8.78	9.97	19.55
